stopId,stopName,lat,lon,bus,tram,subway,stopPositionFlag,x,y
791438108,null,48.4382892,10.7111317,true,false,false,false,4404743.0,5367522.5
791469050,null,48.5286624,10.6951445,true,false,false,false,4403731.5,5377592.0
791469284,null,48.5318457,10.6953971,true,false,false,false,4403756.0,5377945.5
791469288,null,48.5315237,10.69482,true,false,false,false,4403713.0,5377910.5
791469291,null,48.528629,10.6952151,true,false,false,false,4403736.5,5377588.0
791469295,null,48.5321551,10.6964664,true,false,false,false,4403835.5,5377978.5
791469301,null,48.5314953,10.6945925,true,false,false,false,4403696.0,5377907.5
791478494,null,48.5462179,10.6893449,true,false,false,false,4403336.5,5379551.5
791478496,null,48.5464666,10.6867761,true,false,false,false,4403147.5,5379582.0
791478498,null,48.5456956,10.6869574,true,false,false,false,4403159.0,5379496.5
791491298,Luetzelburg Achsheimer Strasse,48.4656159,10.7979568,true,false,false,false,4411214.5,5370457.0
791491301,Luetzelburg Aussiedlerhoefe,48.4692446,10.8192297,true,false,false,false,4412794.0,5370836.0
791491304,Luetzelburg Aussiedlerhoefe,48.4691793,10.8186454,true,false,false,false,4412750.5,5370829.5
791491308,Luetzelburg Forsthaus,48.463781,10.791437,true,false,false,false,4410729.5,5370260.5
791491312,Luetzelburg Achsheimer Strasse,48.4656772,10.7977846,true,false,false,false,4411202.0,5370464.0
791491314,Luetzelburg Forsthaus,48.4636859,10.7915276,true,false,false,false,4410736.0,5370249.5
791500727,Gablingen Gruenholderstrasse,48.4556284,10.8203633,true,false,false,false,4412854.5,5369320.5
791500728,Gablingen Siedlung,48.4609877,10.841645,true,false,false,false,4414437.5,5369892.5
791500730,Gablingen Bahnhof,48.4632247,10.8486107,true,false,false,false,4414956.5,5370133.5
791500732,Gablingen Biberbacherstrasse,48.458759,10.8237772,true,false,false,false,4413112.5,5369665.0
791500734,Gablingen Bahnhof,48.4631503,10.8490575,true,false,false,false,4414989.5,5370124.5
791500736,Gablingen Hauptstrasse,48.455792,10.8255802,true,false,false,false,4413240.5,5369333.0
791500738,Gablingen Hauptstrasse,48.4557753,10.8257207,true,false,false,false,4413251.0,5369331.0
791500740,Gablingen Siedlung,48.4609788,10.8414723,true,false,false,false,4414425.0,5369891.5
791500743,Gablingen Gruenholderstrasse,48.4556764,10.8198644,true,false,false,false,4412817.5,5369326.5
791500746,Gablingen Biberbacherstrasse,48.4588217,10.8235954,true,false,false,false,4413099.0,5369672.0
791520188,Langenreichen Hs.Nr. 52,48.5537649,10.789865,true,false,false,false,4410771.5,5380268.0
791520325,null,48.5537209,10.7982708,true,false,false,false,4411392.0,5380253.5
791520326,Langenreichen Hs.Nr. 19,48.5538046,10.7984464,true,false,false,false,4411405.0,5380262.5
791543230,null,48.5639525,10.9111329,true,false,false,false,4419739.5,5381266.5
791543234,null,48.5673247,10.9008378,true,false,false,false,4418985.0,5381652.5
791543239,null,48.5663543,10.9065155,true,false,false,false,4419402.5,5381538.5
791543242,null,48.5619516,10.9188419,true,false,false,false,4420305.5,5381036.0
791543247,null,48.5643933,10.9138164,true,false,false,false,4419938.5,5381312.5
791543251,null,48.5666787,10.906124,true,false,false,false,4419374.5,5381575.0
791543253,null,48.5637898,10.8859917,true,false,false,false,4417884.0,5381275.0
791543264,null,48.5641253,10.9103216,true,false,false,false,4419680.0,5381286.5
791543270,null,48.5620677,10.9190697,true,false,false,false,4420322.5,5381048.5
791543275,null,48.5635477,10.8857999,true,false,false,false,4417869.0,5381248.5
791574784,null,48.486243,10.9328189,true,false,false,false,4421219.5,5372603.0
791574790,null,48.494834,10.9214031,true,false,false,false,4420389.5,5373570.0
791574793,null,48.4730832,10.9291319,true,false,false,false,4420926.5,5371143.0
791574797,null,48.4934184,10.9215475,true,false,false,false,4420397.5,5373412.5
791574800,null,48.4867023,10.9237467,true,false,false,false,4420550.0,5372663.0
791574810,null,48.4811812,10.9273907,true,false,false,false,4420810.5,5372045.5
791574817,null,48.4856839,10.9249109,true,false,false,false,4420634.5,5372549.0
791574822,null,48.4804209,10.9272634,true,false,false,false,4420800.0,5371961.0
791574869,null,48.4871331,10.924575,true,false,false,false,4420611.5,5372710.5
791596944,null,48.5163616,10.9307068,true,false,false,false,4421110.5,5375954.0
791596947,null,48.5163677,10.9412632,true,false,false,false,4421890.0,5375944.0
791596950,null,48.5156998,10.9185933,true,false,false,false,4420214.5,5375893.0
791596952,null,48.5164687,10.9408348,true,false,false,false,4421858.5,5375955.5
791596954,null,48.5157233,10.9189532,true,false,false,false,4420241.0,5375895.5
791596957,null,48.5163468,10.9313531,true,false,false,false,4421158.0,5375952.0
791611697,null,48.5274438,10.8523918,true,false,false,false,4415343.0,5377270.0
791611699,null,48.529858,10.8508901,true,false,false,false,4415236.5,5377540.5
791611700,null,48.5276212,10.8524336,true,false,false,false,4415346.5,5377290.0
791657500,null,48.5611237,10.6601893,true,false,false,false,4401213.0,5381246.0
791675301,null,48.5647174,10.6814042,true,false,false,false,4402785.5,5381618.5
791675304,null,48.5593712,10.679705,true,false,false,false,4402650.0,5381026.0
791675305,null,48.5597662,10.6745906,true,false,false,false,4402273.5,5381076.5
791675307,null,48.5648755,10.6812136,true,false,false,false,4402772.0,5381636.5
791675309,null,48.556637,10.672313,true,false,false,false,4402099.0,5380731.5
791675310,null,48.5653391,10.681489,true,false,false,false,4402793.0,5381687.5
791675312,null,48.5566007,10.6717937,true,false,false,false,4402060.5,5380728.0
791675315,null,48.5650252,10.6814462,true,false,false,false,4402789.5,5381652.5
791675318,null,48.5656377,10.6815297,true,false,false,false,4402796.5,5381720.5
791676833,null,48.5661774,10.6797848,true,false,false,false,4402669.0,5381783.0
791681063,Wertingen Marktplatz,48.5614871,10.6824146,true,false,false,false,4402854.0,5381258.0
791685895,null,48.5555639,10.6844712,true,false,false,false,4402994.5,5380597.0
791686021,null,48.5554662,10.6843968,true,false,false,false,4402989.0,5380586.0
791700865,Gottmannshofen Staatsstr.,48.5554761,10.694169,true,false,false,false,4403710.0,5380574.5
791701081,Gottmannshofen Kapelle,48.560263,10.6981636,true,false,false,false,4404014.0,5381102.0
791701088,Reatshofen Hohenreicher Str.,48.5604582,10.698917,true,false,false,false,4404070.0,5381123.0
791701090,Reatshofen Hohenreicher Str.,48.560549,10.6994708,true,false,false,false,4404111.0,5381132.0
791701094,Gottmannshofen Ort,48.5580793,10.6958629,true,false,false,false,4403840.0,5380862.0
791701096,Gottmannshofen Kapelle,48.5601223,10.6983451,true,false,false,false,4404027.5,5381086.0
791701098,Gottmannshofen Ort,48.5570455,10.6956552,true,false,false,false,4403823.0,5380747.5
791701100,Wertingen Bahnhof,48.5581033,10.6893424,true,false,false,false,4403359.0,5380873.0
791701103,Wertingen Bahnhof,48.5587106,10.688461,true,false,false,false,4403295.0,5380941.5
791710152,Reichenmuehle,48.5509452,10.8222075,true,false,false,false,4413154.0,5379917.5
792056176,Gersthofen Kirchplatz,48.428404,10.8783692,true,false,false,false,4417100.5,5366229.0
794846667,null,48.538784,11.046309,true,false,false,false,4429681.5,5378334.5
796211873,Sommerstrasse,48.0756536,11.6034074,true,false,false,true,4470554.5,5326473.5
797452935,Holzhausen Siedlung,48.4407543,10.7954691,true,false,false,false,4410987.5,5367695.0
797452940,Gersthofen Peterhof,48.4433485,10.7800121,true,false,false,false,4409848.5,5368002.0
797452941,Gersthofen Peterhof,48.4431698,10.7811499,true,false,false,false,4409932.0,5367980.5
797452942,Holzhausen Waldheim,48.4411168,10.8016237,true,false,false,false,4411443.0,5367728.5
797452943,Holzhausen Ort,48.4406491,10.8063063,true,false,false,false,4411789.0,5367671.0
797458391,null,48.4702856,10.7198124,true,false,false,false,4405444.5,5371070.0
797458392,null,48.4867749,10.7381825,true,false,false,false,4406833.0,5372881.0
797458393,null,48.4733259,10.7455401,true,false,false,false,4407352.5,5371376.5
797458394,null,48.4737941,10.7161782,true,false,false,false,4405182.5,5371464.5
797458395,null,48.4599866,10.7360288,true,false,false,false,4406625.0,5369904.5
797458396,null,48.4724815,10.7178439,true,false,false,false,4405303.0,5371316.5
797473544,null,48.4862273,10.6671623,true,false,false,false,4401582.5,5372909.0
797473546,Emersacker Lauterbrunner Strasse,48.4872567,10.6765664,true,false,false,false,4402279.5,5373011.5
797473547,null,48.4546498,10.6330397,true,false,false,false,4398997.5,5369442.0
797473548,Bahnhof,48.4540808,10.6609313,true,false,false,false,4401059.5,5369342.5
797473550,null,48.4511272,10.6320243,true,false,false,false,4398915.5,5369051.5
797473553,Emersacker Ortsmitte,48.4907247,10.6725881,true,false,false,false,4401992.0,5373402.0
797473556,null,48.5060372,10.6822522,true,false,false,false,4402736.0,5375092.5
797473559,null,48.4856806,10.6658577,true,false,false,false,4401485.0,5372850.0
797473566,null,48.5048426,10.6888359,true,false,false,false,4403220.0,5374951.0
797473571,Bahnhof,48.4542606,10.6609798,true,false,false,false,4401063.5,5369362.5
797473575,null,48.5115389,10.6832339,true,false,false,false,4402819.0,5375703.0
797473578,Emersacker Ortsmitte,48.4903632,10.67268,true,false,false,false,4401998.5,5373361.5
797473583,null,48.5057975,10.6821101,true,false,false,false,4402725.0,5375066.0
797473588,Burckhartstrasse,48.4574447,10.6561205,true,false,false,false,4400710.0,5369722.5
797473625,Rathaus,48.4585488,10.662085,true,false,false,false,4401153.5,5369837.5
797473629,Emersacker Lauterbrunner Strasse,48.4876625,10.6758317,true,false,false,false,4402226.0,5373057.5
797473631,null,48.4545827,10.6332987,true,false,false,false,4399016.5,5369434.5
797473633,Emersacker Sportplatzstrasse,48.492872,10.6726833,true,false,false,false,4402003.5,5373640.5
797473635,null,48.5100149,10.6819806,true,false,false,false,4402723.5,5375535.0
797473637,Burckhartstrasse,48.4576728,10.6572484,true,false,false,false,4400794.0,5369746.5
797473639,Emersacker Sportplatzstrasse,48.4930054,10.6730298,true,false,false,false,4402029.5,5373655.0
797499128,Biberger Strasse,48.0679673,11.6183374,true,false,false,true,4471663.0,5325613.0
797640194,Weihmuehle,48.6689896,12.1677798,true,false,false,false,4512464.5,5392388.5
797640391,Weihmuehle,48.6689168,12.1676425,true,false,false,false,4512454.5,5392380.5
797693596,Prinkofen,48.6998876,12.2007992,true,false,false,false,4514887.5,5395830.5
797693630,Prinkofen,48.6998995,12.2009767,true,false,false,false,4514900.5,5395832.0
798706412,Schilcherweg,48.0712396,11.5473645,false,true,false,true,4466375.5,5326005.5
798823554,Iffelkofen,48.710331,12.1931513,true,false,false,false,4514321.5,5396990.5
798823576,Iffelkofen,48.7098604,12.1931348,true,false,false,false,4514320.5,5396938.0
798984781,null,48.2221345,10.8675291,true,false,false,false,4415960.0,5343304.5
798984786,null,48.333093,10.5712337,true,false,false,false,4394174.0,5356009.0
798984788,null,48.3589972,10.5715806,true,false,false,false,4394253.5,5358889.0
798984795,null,48.3261725,10.57844,true,false,false,false,4394694.0,5355229.5
798984818,null,48.3395431,10.5494418,true,false,false,false,4392572.0,5356756.5
798984824,null,48.3453449,10.5610426,true,false,false,false,4393444.0,5357385.5
798984834,null,48.225517,10.8681139,true,false,false,false,4416009.0,5343680.0
798984854,null,48.3589377,10.5717313,true,false,false,false,4394264.5,5358882.0
798984861,null,48.3689976,10.5439848,true,false,false,false,4392229.5,5360039.5
798984879,null,48.3260329,10.5783696,true,false,false,false,4394688.5,5355214.5
798984883,null,48.3451702,10.5609367,true,false,false,false,4393436.0,5357366.5
798984890,null,48.3688969,10.5442601,true,false,false,false,4392249.5,5360028.0
798984900,null,48.3606136,10.5686598,true,false,false,false,4394040.5,5359073.0
798984903,null,48.3730471,10.579243,true,false,false,false,4394850.0,5360441.0
798984906,null,48.430579,10.9617287,true,false,false,false,4423273.0,5366383.5
798984926,null,48.3719263,10.5793864,true,false,false,false,4394858.5,5360316.0
798984931,null,48.3815652,10.532818,true,false,false,false,4391429.0,5361452.5
798984937,null,48.4305022,10.962009,true,false,false,false,4423293.5,5366375.0
798984943,null,48.3816312,10.5332091,true,false,false,false,4391458.0,5361459.5
798984946,null,48.3194918,10.5876855,true,false,false,false,4395366.0,5354474.0
799045834,Streitheim Ort,48.415539,10.6793064,true,false,false,false,4402344.5,5365033.0
799045891,null,48.3981166,10.6930175,true,false,false,false,4403326.5,5363078.5
799088596,Auerbach,48.4005995,10.6720659,true,false,false,false,4401780.0,5363381.0
799088600,Horgau Gasthof Platzer,48.3956554,10.6903184,true,false,false,false,4403122.0,5362808.0
799088605,Auerbach,48.4005042,10.6733439,true,false,false,false,4401874.5,5363369.0
799088635,Horgau Gewerbegebiet,48.397283,10.6839573,true,false,false,false,4402654.0,5362997.0
799088642,Horgau Grundschule,48.3949218,10.6842709,true,false,false,false,4402672.5,5362734.5
799098800,Bieselbach B 10,48.3973426,10.6556189,true,false,false,false,4400555.5,5363040.5
799098806,Herpfenried,48.395186,10.638672,true,false,false,false,4399296.5,5362822.5
799111888,null,48.3670786,10.698363,true,false,false,false,4403663.5,5359620.5
799111891,null,48.3612897,10.687007,true,false,false,false,4402811.5,5358991.0
799111894,null,48.3714274,10.7124941,true,false,false,false,4404719.0,5360086.5
799111909,null,48.3498545,10.6858375,true,false,false,false,4402703.0,5357721.0
799111913,null,48.3500114,10.6861088,true,false,false,false,4402723.0,5357738.0
799111917,null,48.3668907,10.6978377,true,false,false,false,4403624.5,5359600.0
799111919,null,48.3613821,10.6867731,true,false,false,false,4402794.0,5359001.5
799111922,null,48.371374,10.7126803,true,false,false,false,4404732.5,5360080.0
799169386,null,48.3562769,10.6385638,true,false,false,false,4399211.5,5358496.5
799169390,null,48.3578489,10.6501228,true,false,false,false,4400071.5,5358656.0
799169401,null,48.3592473,10.6341254,true,false,false,false,4398888.5,5358832.5
799169404,null,48.3093759,10.6531749,true,false,false,false,4400203.0,5353262.0
799169407,null,48.3593045,10.6182474,true,false,false,false,4397712.0,5358860.0
799169411,null,48.364259,10.6247789,true,false,false,false,4398206.0,5359402.0
799169414,null,48.3563293,10.6385563,true,false,false,false,4399211.5,5358502.0
799169417,null,48.359154,10.6340726,true,false,false,false,4398884.5,5358822.0
799169420,null,48.3589245,10.6181491,true,false,false,false,4397704.0,5358817.5
799169434,null,48.309429,10.6534005,true,false,false,false,4400220.0,5353267.5
799169436,null,48.3641115,10.6247983,true,false,false,false,4398207.0,5359385.5
799207773,null,48.2774527,10.7033797,true,false,false,false,4403867.0,5349648.5
799207774,Biburg Karl-Huebsch-Haus,48.3724037,10.7716741,true,false,false,false,4409105.0,5360123.0
799207775,null,48.2774513,10.7034707,true,false,false,false,4403873.5,5349648.0
799207776,null,48.375076,10.755682,true,false,false,false,4407925.0,5360439.0
799233082,null,48.2499959,10.7350478,true,false,false,false,4406167.0,5346556.0
800171143,null,48.2570633,10.6962454,true,false,false,false,4403299.0,5347390.0
800171145,null,48.2542895,10.6952124,true,false,false,false,4403217.0,5347083.0
800171146,null,48.2469045,10.6903381,true,false,false,false,4402841.0,5346268.0
800171147,null,48.2507966,10.6953853,true,false,false,false,4403223.5,5346694.5
800171148,null,48.2502107,10.6957166,true,false,false,false,4403247.0,5346629.0
800171149,null,48.2539688,10.6955562,true,false,false,false,4403242.0,5347047.0
800171150,null,48.2568379,10.696299,true,false,false,false,4403302.5,5347365.0
800171153,null,48.2500613,10.6956616,true,false,false,false,4403242.5,5346612.5
800374644,null,48.3105232,10.7074781,true,false,false,false,4404233.0,5353320.5
800374649,null,48.3150176,10.71201,true,false,false,false,4404577.5,5353814.5
800374651,null,48.3117047,10.7094692,true,false,false,false,4404383.0,5353449.5
800374666,null,48.3146951,10.7114162,true,false,false,false,4404533.0,5353779.5
800482682,null,48.3128872,10.7260026,true,false,false,false,4405611.5,5353560.5
800482686,null,48.3131665,10.7267265,true,false,false,false,4405665.5,5353590.5
800495935,null,48.2584462,10.7310938,true,false,false,false,4405889.0,5347500.5
